,pH(t-1),DO(t-1),NH3-N(t-1),TOC(t-1),AQI(t)(t-1),CO(t)(t-1),CO_24h(t)(t-1),NO2(t)(t-1),NO2_24h(t)(t-1),O3(t)(t-1),O3_8h(t)(t-1),PM10(t)(t-1),PM10_24h(t)(t-1),PM2.5(t)(t-1),PM2.5_24h(t)(t-1),SO2(t)(t-1),SO2_24h(t)(t-1),AQI(t-1)(t-1),CO(t-1)(t-1),CO_24h(t-1)(t-1),NO2(t-1)(t-1),NO2_24h(t-1)(t-1),O3(t-1)(t-1),O3_8h(t-1)(t-1),PM10(t-1)(t-1),PM10_24h(t-1)(t-1),PM2.5(t-1)(t-1),PM2.5_24h(t-1)(t-1),SO2(t-1)(t-1),SO2_24h(t-1)(t-1),AQI(t-2)(t-1),CO(t-2)(t-1),CO_24h(t-2)(t-1),NO2(t-2)(t-1),NO2_24h(t-2)(t-1),O3(t-2)(t-1),O3_8h(t-2)(t-1),PM10(t-2)(t-1),PM10_24h(t-2)(t-1),PM2.5(t-2)(t-1),PM2.5_24h(t-2)(t-1),SO2(t-2)(t-1),SO2_24h(t-2)(t-1),AQI(t-3)(t-1),CO(t-3)(t-1),CO_24h(t-3)(t-1),NO2(t-3)(t-1),NO2_24h(t-3)(t-1),O3(t-3)(t-1),O3_8h(t-3)(t-1),PM10(t-3)(t-1),PM10_24h(t-3)(t-1),PM2.5(t-3)(t-1),PM2.5_24h(t-3)(t-1),SO2(t-3)(t-1),SO2_24h(t-3)(t-1),EVP(t-1),GST_AVE(t-1),PRE(t-1),PRS_AVE(t-1),RHU_AVE(t-1),SSD(t-1),TEM_AVE(t-1),WIN_AVE(t-1),pH(t),DO(t),NH3-N(t),TOC(t)
2017-10-12 04:00:00,7.43,7.39,0.22,2.21,30.0,0.1,0.3,9.0,20.0,30.0,34.0,20.0,32.0,21.0,21.0,11.0,10.0,29.0,0.1,0.3,18.0,21.0,34.0,35.0,20.0,34.0,20.0,21.0,8.0,10.0,29.0,0.1,0.3,17.0,22.0,34.0,34.0,20.0,34.0,20.0,22.0,10.0,11.0,29.0,0.1,0.4,18.0,22.0,36.0,34.0,20.0,34.0,20.0,22.0,13.0,11.0,30.0,190.0,1.0,8893.0,99.0,15.0,146.0,42.0,7.5,7.47,0.22,2.11
2017-10-12 08:00:00,7.5,7.47,0.22,2.11,28.0,0.1,0.2,22.0,18.0,34.0,34.0,20.0,20.0,19.0,20.0,12.0,10.0,28.0,0.1,0.2,18.0,18.0,31.0,35.0,20.0,20.0,19.0,20.0,10.0,10.0,29.0,0.1,0.3,8.0,19.0,33.0,33.0,20.0,29.0,20.0,21.0,10.0,10.0,29.0,0.1,0.3,8.0,19.0,33.0,33.0,20.0,29.0,20.0,21.0,10.0,10.0,30.0,190.0,1.0,8893.0,99.0,15.0,146.0,42.0,7.5,7.54,0.21,2.18
2017-10-12 12:00:00,7.5,7.54,0.21,2.18,28.0,0.1,0.1,16.0,17.0,48.0,41.0,20.0,20.0,19.0,20.0,11.0,10.0,28.0,0.1,0.1,13.0,17.0,45.0,40.0,20.0,20.0,19.0,20.0,11.0,10.0,28.0,0.1,0.1,8.0,17.0,50.0,39.0,20.0,20.0,19.0,20.0,11.0,10.0,28.0,0.1,0.2,14.0,18.0,44.0,36.0,20.0,20.0,19.0,20.0,11.0,10.0,30.0,190.0,1.0,8893.0,99.0,15.0,146.0,42.0,7.56,7.59,0.25,2.09
2017-10-12 16:00:00,7.56,7.59,0.25,2.09,28.0,0.5,0.1,13.0,16.0,62.0,50.0,20.0,20.0,19.0,20.0,10.0,10.0,28.0,0.3,0.1,11.0,17.0,51.0,46.0,20.0,20.0,19.0,20.0,12.0,10.0,28.0,0.1,0.1,18.0,17.0,42.0,44.0,20.0,20.0,19.0,20.0,12.0,10.0,28.0,0.1,0.1,15.0,17.0,54.0,43.0,20.0,20.0,19.0,20.0,10.0,10.0,30.0,190.0,1.0,8893.0,99.0,15.0,146.0,42.0,7.56,7.7,0.22,2.25
2017-10-12 20:00:00,7.56,7.7,0.22,2.25,28.0,0.5,0.1,19.0,16.0,67.0,59.0,20.0,20.0,19.0,19.0,13.0,10.0,28.0,0.5,0.1,17.0,16.0,69.0,57.0,20.0,20.0,19.0,19.0,10.0,10.0,28.0,0.5,0.1,11.0,16.0,65.0,54.0,20.0,20.0,19.0,20.0,9.0,10.0,28.0,0.5,0.1,16.0,16.0,63.0,52.0,20.0,20.0,19.0,20.0,10.0,10.0,30.0,190.0,1.0,8893.0,99.0,15.0,146.0,42.0,7.56,7.7,0.22,2.25
2017-10-13 00:00:00,7.56,7.7,0.22,2.25,28.0,0.5,0.2,17.0,15.0,66.0,69.0,20.0,20.0,19.0,19.0,11.0,11.0,28.0,0.5,0.2,16.0,15.0,73.0,69.0,20.0,20.0,19.0,19.0,10.0,11.0,28.0,0.5,0.2,15.0,16.0,76.0,66.0,20.0,20.0,19.0,19.0,11.0,11.0,28.0,0.5,0.1,18.0,16.0,74.0,62.0,20.0,20.0,19.0,19.0,11.0,10.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.56,7.7,0.22,2.25
2017-10-13 04:00:00,7.56,7.7,0.22,2.25,30.0,0.5,0.3,14.0,15.0,48.0,63.0,20.0,20.0,21.0,19.0,11.0,11.0,29.0,0.5,0.3,16.0,14.0,48.0,65.0,20.0,20.0,20.0,19.0,12.0,11.0,28.0,0.5,0.2,10.0,14.0,57.0,68.0,20.0,20.0,19.0,19.0,12.0,11.0,28.0,0.5,0.2,15.0,15.0,59.0,69.0,20.0,20.0,19.0,19.0,11.0,11.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.56,7.7,0.22,2.25
2017-10-13 08:00:00,7.56,7.7,0.22,2.25,32.0,0.4,0.4,17.0,15.0,40.0,42.0,20.0,20.0,22.0,20.0,10.0,11.0,30.0,0.5,0.3,14.0,15.0,42.0,43.0,20.0,20.0,21.0,19.0,9.0,11.0,30.0,0.5,0.3,16.0,15.0,42.0,44.0,20.0,20.0,21.0,19.0,11.0,11.0,32.0,0.5,0.3,15.0,15.0,45.0,45.0,20.0,20.0,22.0,19.0,11.0,11.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.63,7.96,0.16,2.16
2017-10-13 12:00:00,7.63,7.96,0.16,2.16,37.0,0.5,0.4,14.0,16.0,29.0,36.0,37.0,34.0,24.0,20.0,12.0,11.0,37.0,0.5,0.4,18.0,16.0,30.0,38.0,37.0,33.0,24.0,20.0,13.0,11.0,35.0,0.5,0.4,19.0,15.0,31.0,39.0,35.0,31.0,24.0,20.0,12.0,11.0,33.0,0.5,0.4,19.0,15.0,33.0,40.0,27.0,27.0,23.0,20.0,12.0,11.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.64,8.01,0.15,2.19
2017-10-13 16:00:00,7.64,8.01,0.15,2.19,49.0,0.6,0.5,27.0,17.0,25.0,29.0,49.0,39.0,26.0,21.0,16.0,11.0,50.0,0.6,0.5,26.0,16.0,26.0,31.0,50.0,38.0,24.0,21.0,9.0,11.0,38.0,0.5,0.5,19.0,16.0,31.0,33.0,38.0,36.0,24.0,21.0,12.0,11.0,42.0,0.5,0.5,15.0,16.0,29.0,34.0,42.0,36.0,24.0,21.0,10.0,11.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.66,8.05,0.14,2.09
2017-10-13 20:00:00,7.66,8.05,0.14,2.09,45.0,0.4,0.5,22.0,18.0,56.0,36.0,45.0,39.0,23.0,22.0,13.0,12.0,42.0,0.4,0.5,21.0,18.0,52.0,33.0,42.0,39.0,24.0,22.0,13.0,12.0,36.0,0.4,0.5,21.0,17.0,38.0,30.0,35.0,38.0,25.0,22.0,12.0,12.0,35.0,0.7,0.5,22.0,17.0,34.0,29.0,34.0,39.0,24.0,21.0,15.0,11.0,38.0,136.0,36.0,8889.0,100.0,0.0,107.0,65.0,7.65,8.07,0.17,2.05
2017-10-14 00:00:00,7.65,8.07,0.17,2.05,34.0,0.2,0.5,30.0,19.0,51.0,50.0,34.0,40.0,21.0,23.0,15.0,12.0,39.0,0.3,0.5,27.0,19.0,56.0,46.0,39.0,40.0,21.0,22.0,13.0,12.0,44.0,0.4,0.5,26.0,18.0,54.0,43.0,44.0,40.0,23.0,22.0,14.0,12.0,44.0,0.4,0.5,22.0,18.0,57.0,40.0,44.0,40.0,23.0,22.0,14.0,12.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.67,8.1,0.19,2.08
2017-10-14 04:00:00,7.67,8.1,0.19,2.08,36.0,0.2,0.4,20.0,21.0,57.0,56.0,36.0,39.0,24.0,23.0,15.0,13.0,39.0,0.2,0.4,5.0,20.0,60.0,56.0,39.0,39.0,22.0,23.0,17.0,13.0,35.0,0.3,0.4,39.0,21.0,58.0,55.0,35.0,39.0,21.0,23.0,15.0,12.0,34.0,0.2,0.5,22.0,20.0,58.0,53.0,34.0,39.0,21.0,23.0,15.0,12.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.69,8.13,0.19,2.08
2017-10-14 08:00:00,7.69,8.13,0.19,2.08,36.0,0.1,0.4,19.0,21.0,67.0,65.0,36.0,38.0,22.0,23.0,16.0,14.0,39.0,0.1,0.4,25.0,21.0,64.0,65.0,39.0,38.0,22.0,23.0,14.0,13.0,37.0,0.2,0.4,20.0,21.0,65.0,65.0,37.0,38.0,22.0,23.0,14.0,13.0,35.0,0.2,0.4,17.0,21.0,65.0,65.0,33.0,39.0,24.0,23.0,16.0,13.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.7,8.17,0.11,2.0
2017-10-14 12:00:00,7.7,8.17,0.11,2.0,33.0,0.2,0.3,18.0,22.0,49.0,58.0,33.0,38.0,21.0,23.0,16.0,14.0,33.0,0.1,0.3,17.0,21.0,46.0,59.0,33.0,39.0,21.0,23.0,15.0,14.0,35.0,0.1,0.3,15.0,22.0,50.0,61.0,35.0,39.0,21.0,23.0,17.0,14.0,38.0,0.1,0.4,24.0,22.0,55.0,63.0,38.0,39.0,22.0,23.0,17.0,14.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.7,8.19,0.19,2.05
2017-10-14 16:00:00,7.7,8.19,0.19,2.05,44.0,0.2,0.3,23.0,21.0,69.0,57.0,44.0,38.0,22.0,22.0,17.0,15.0,40.0,0.3,0.3,18.0,22.0,69.0,57.0,40.0,38.0,22.0,22.0,17.0,15.0,40.0,0.3,0.3,21.0,22.0,62.0,56.0,40.0,38.0,22.0,22.0,16.0,15.0,36.0,0.3,0.3,21.0,22.0,56.0,56.0,36.0,38.0,21.0,23.0,17.0,15.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.71,8.22,0.16,2.07
2017-10-14 20:00:00,7.71,8.22,0.16,2.07,48.0,0.1,0.2,19.0,21.0,93.0,74.0,48.0,38.0,21.0,22.0,18.0,16.0,39.0,0.1,0.2,15.0,21.0,95.0,68.0,39.0,37.0,21.0,22.0,16.0,15.0,30.0,0.1,0.2,22.0,22.0,80.0,62.0,28.0,38.0,21.0,22.0,15.0,15.0,36.0,0.1,0.2,25.0,22.0,68.0,59.0,36.0,38.0,21.0,22.0,17.0,15.0,26.0,131.0,14.0,8876.0,100.0,0.0,95.0,57.0,7.73,8.26,0.15,2.07
2017-10-15 00:00:00,7.73,8.26,0.15,2.07,50.0,0.1,0.2,22.0,20.0,75.0,84.0,50.0,38.0,22.0,22.0,14.0,16.0,41.0,0.1,0.2,20.0,21.0,83.0,83.0,41.0,37.0,21.0,22.0,15.0,16.0,37.0,0.1,0.2,19.0,21.0,88.0,81.0,37.0,37.0,21.0,22.0,14.0,16.0,38.0,0.1,0.2,22.0,21.0,87.0,78.0,38.0,37.0,21.0,22.0,13.0,16.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.74,8.3,0.22,2.0
2017-10-15 04:00:00,7.74,8.3,0.22,2.0,35.0,0.1,0.1,20.0,20.0,70.0,78.0,31.0,38.0,24.0,22.0,14.0,16.0,35.0,0.1,0.1,18.0,20.0,77.0,81.0,35.0,38.0,22.0,22.0,14.0,16.0,35.0,0.1,0.1,25.0,20.0,72.0,83.0,35.0,38.0,22.0,22.0,14.0,16.0,38.0,0.1,0.1,21.0,20.0,71.0,84.0,38.0,38.0,22.0,22.0,17.0,16.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.74,8.34,0.18,2.05
2017-10-15 08:00:00,7.74,8.34,0.18,2.05,30.0,0.1,0.1,13.0,19.0,69.0,69.0,21.0,36.0,21.0,22.0,12.0,15.0,30.0,0.1,0.1,12.0,19.0,66.0,69.0,24.0,36.0,21.0,22.0,12.0,15.0,30.0,0.1,0.1,9.0,20.0,72.0,70.0,24.0,37.0,21.0,22.0,14.0,15.0,33.0,0.1,0.1,13.0,20.0,68.0,68.0,24.0,37.0,23.0,22.0,14.0,15.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.75,8.38,0.12,2.02
2017-10-15 12:00:00,7.75,8.38,0.12,2.02,29.0,0.1,0.1,16.0,18.0,79.0,76.0,22.0,35.0,20.0,21.0,14.0,15.0,29.0,0.1,0.1,9.0,18.0,91.0,75.0,22.0,35.0,19.0,21.0,12.0,15.0,28.0,0.1,0.1,10.0,18.0,87.0,73.0,22.0,35.0,19.0,21.0,13.0,15.0,29.0,0.1,0.1,11.0,18.0,74.0,70.0,22.0,35.0,20.0,21.0,15.0,15.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.76,8.4,0.36,3.79
2017-10-15 16:00:00,7.76,8.4,0.36,3.79,30.0,0.6,0.1,18.0,17.0,77.0,76.0,23.0,33.0,21.0,21.0,14.0,14.0,30.0,0.8,0.1,18.0,18.0,70.0,76.0,22.0,34.0,21.0,21.0,16.0,15.0,33.0,0.9,0.1,19.0,18.0,67.0,75.0,33.0,35.0,21.0,21.0,17.0,15.0,44.0,0.4,0.1,22.0,18.0,67.0,76.0,44.0,35.0,21.0,21.0,14.0,15.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.72,8.73,0.13,2.05
2017-10-15 20:00:00,7.72,8.73,0.13,2.05,29.0,0.4,0.2,23.0,17.0,70.0,73.0,20.0,31.0,20.0,21.0,13.0,14.0,29.0,0.5,0.2,20.0,17.0,74.0,74.0,20.0,32.0,20.0,21.0,13.0,14.0,29.0,0.5,0.2,20.0,17.0,79.0,76.0,23.0,33.0,20.0,21.0,15.0,14.0,30.0,0.5,0.2,16.0,17.0,81.0,77.0,23.0,33.0,21.0,21.0,13.0,14.0,21.0,114.0,24.0,8870.0,100.0,0.0,91.0,80.0,7.74,8.73,0.08,2.18
2017-10-16 00:00:00,7.74,8.73,0.08,2.18,29.0,0.3,0.3,22.0,18.0,74.0,73.0,22.0,27.0,20.0,21.0,13.0,14.0,29.0,0.4,0.2,25.0,18.0,66.0,74.0,22.0,28.0,20.0,21.0,12.0,14.0,29.0,0.4,0.2,19.0,17.0,70.0,74.0,21.0,29.0,20.0,21.0,14.0,14.0,29.0,0.4,0.2,23.0,17.0,71.0,74.0,20.0,30.0,20.0,21.0,15.0,14.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.74,8.75,0.14,2.08
2017-10-16 04:00:00,7.74,8.75,0.14,2.08,30.0,0.2,0.3,16.0,17.0,64.0,70.0,22.0,24.0,21.0,20.0,13.0,13.0,28.0,0.2,0.3,21.0,17.0,62.0,70.0,22.0,25.0,19.0,20.0,11.0,13.0,28.0,0.2,0.3,16.0,17.0,73.0,72.0,22.0,26.0,19.0,21.0,11.0,14.0,28.0,0.3,0.3,16.0,17.0,76.0,72.0,22.0,26.0,19.0,21.0,11.0,14.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.74,8.74,0.12,2.04
2017-10-16 08:00:00,7.74,8.74,0.12,2.04,28.0,0.2,0.3,14.0,17.0,70.0,69.0,22.0,25.0,19.0,20.0,10.0,13.0,28.0,0.2,0.3,8.0,17.0,69.0,68.0,22.0,25.0,19.0,20.0,11.0,13.0,28.0,0.2,0.3,8.0,17.0,70.0,68.0,22.0,24.0,19.0,20.0,12.0,13.0,29.0,0.2,0.3,15.0,17.0,66.0,66.0,22.0,24.0,20.0,20.0,11.0,13.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.78,8.76,0.14,2.08
2017-10-16 12:00:00,7.78,8.76,0.14,2.08,28.0,0.2,0.4,17.0,18.0,72.0,69.0,22.0,26.0,19.0,20.0,14.0,13.0,28.0,0.2,0.3,13.0,17.0,72.0,69.0,22.0,25.0,19.0,20.0,12.0,13.0,28.0,0.2,0.3,19.0,17.0,65.0,68.0,22.0,25.0,19.0,20.0,14.0,13.0,28.0,0.2,0.3,12.0,17.0,68.0,69.0,22.0,25.0,19.0,20.0,14.0,13.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.77,8.72,0.12,2.02
2017-10-16 16:00:00,7.77,8.72,0.12,2.02,28.0,0.5,0.4,20.0,17.0,72.0,71.0,22.0,21.0,19.0,20.0,15.0,13.0,28.0,0.7,0.4,17.0,17.0,73.0,71.0,22.0,21.0,19.0,20.0,15.0,13.0,28.0,0.7,0.4,18.0,17.0,70.0,70.0,22.0,21.0,19.0,20.0,13.0,13.0,28.0,0.6,0.4,13.0,17.0,75.0,70.0,22.0,23.0,19.0,20.0,13.0,13.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.79,8.69,0.3,2.05
2017-10-16 20:00:00,7.79,8.69,0.3,2.05,28.0,0.5,0.4,15.0,17.0,78.0,74.0,22.0,22.0,19.0,19.0,11.0,13.0,28.0,0.5,0.3,20.0,17.0,75.0,74.0,22.0,21.0,19.0,19.0,11.0,13.0,28.0,0.5,0.4,19.0,17.0,75.0,73.0,22.0,21.0,19.0,19.0,14.0,13.0,28.0,0.5,0.3,17.0,17.0,77.0,72.0,22.0,21.0,19.0,19.0,14.0,13.0,25.0,107.0,271.0,8876.0,100.0,0.0,88.0,118.0,7.81,8.67,0.18,1.97
2017-10-17 00:00:00,7.81,8.67,0.18,1.97,28.0,0.4,0.4,12.0,16.0,82.0,77.0,22.0,22.0,19.0,19.0,12.0,13.0,28.0,0.5,0.4,14.0,16.0,82.0,76.0,22.0,22.0,19.0,19.0,13.0,13.0,28.0,0.5,0.4,15.0,17.0,79.0,74.0,22.0,22.0,19.0,19.0,14.0,13.0,28.0,0.5,0.4,24.0,17.0,66.0,73.0,22.0,22.0,19.0,19.0,14.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.81,8.62,0.19,2.12
2017-10-17 04:00:00,7.81,8.62,0.19,2.12,30.0,0.4,0.4,9.0,14.0,84.0,80.0,22.0,22.0,21.0,19.0,12.0,13.0,28.0,0.4,0.4,10.0,15.0,80.0,79.0,22.0,22.0,19.0,19.0,12.0,13.0,28.0,0.4,0.4,7.0,15.0,85.0,78.0,22.0,22.0,19.0,19.0,13.0,13.0,28.0,0.4,0.4,12.0,16.0,80.0,77.0,22.0,22.0,19.0,19.0,11.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.8,8.68,0.25,2.05
2017-10-17 08:00:00,7.8,8.68,0.25,2.05,29.0,0.5,0.4,10.0,14.0,86.0,87.0,22.0,22.0,20.0,19.0,14.0,13.0,29.0,0.5,0.4,5.0,14.0,88.0,88.0,22.0,22.0,20.0,19.0,13.0,13.0,29.0,0.5,0.4,7.0,14.0,88.0,88.0,22.0,22.0,20.0,19.0,13.0,13.0,29.0,0.4,0.4,3.0,14.0,87.0,87.0,22.0,22.0,20.0,19.0,12.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.81,8.65,0.16,2.06
2017-10-17 12:00:00,7.81,8.65,0.16,2.06,29.0,0.6,0.5,10.0,13.0,85.0,88.0,20.0,20.0,20.0,19.0,13.0,13.0,29.0,0.5,0.5,8.0,13.0,86.0,88.0,22.0,22.0,20.0,19.0,14.0,13.0,30.0,0.5,0.5,6.0,13.0,93.0,88.0,22.0,22.0,20.0,19.0,12.0,13.0,29.0,0.5,0.5,10.0,14.0,88.0,87.0,22.0,22.0,20.0,19.0,13.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.83,8.68,0.16,2.26
2017-10-17 16:00:00,7.83,8.68,0.16,2.26,30.0,0.6,0.5,19.0,13.0,76.0,82.0,23.0,22.0,21.0,20.0,13.0,13.0,29.0,0.6,0.5,19.0,13.0,70.0,83.0,21.0,21.0,20.0,20.0,15.0,13.0,29.0,0.6,0.5,16.0,13.0,77.0,85.0,21.0,21.0,20.0,20.0,13.0,13.0,29.0,0.6,0.5,18.0,13.0,77.0,86.0,22.0,21.0,20.0,19.0,12.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.81,8.66,0.13,2.05
2017-10-17 20:00:00,7.81,8.66,0.13,2.05,46.0,0.6,0.5,20.0,13.0,77.0,78.0,46.0,28.0,23.0,20.0,14.0,13.0,39.0,0.6,0.5,16.0,13.0,84.0,79.0,39.0,25.0,23.0,20.0,14.0,13.0,32.0,0.6,0.5,21.0,13.0,79.0,79.0,32.0,23.0,22.0,20.0,13.0,13.0,30.0,0.5,0.5,18.0,13.0,81.0,81.0,21.0,21.0,21.0,20.0,14.0,13.0,6.0,104.0,656.0,8897.0,100.0,0.0,92.0,132.0,7.82,8.66,0.1,2.03
2017-10-18 00:00:00,7.82,8.66,0.1,2.03,40.0,0.5,0.5,22.0,14.0,63.0,76.0,40.0,32.0,21.0,21.0,15.0,13.0,44.0,0.6,0.5,23.0,13.0,68.0,77.0,44.0,31.0,22.0,21.0,13.0,13.0,39.0,0.6,0.5,27.0,13.0,71.0,78.0,39.0,30.0,22.0,20.0,14.0,13.0,38.0,0.6,0.5,17.0,13.0,82.0,78.0,38.0,29.0,23.0,20.0,15.0,13.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.8,8.66,0.24,2.02
2017-10-18 04:00:00,7.8,8.66,0.24,2.02,34.0,0.5,0.5,21.0,16.0,56.0,65.0,34.0,33.0,21.0,21.0,15.0,14.0,30.0,0.5,0.5,18.0,15.0,62.0,68.0,30.0,33.0,21.0,21.0,16.0,14.0,33.0,0.5,0.5,24.0,15.0,58.0,70.0,33.0,33.0,21.0,21.0,15.0,13.0,40.0,0.5,0.5,19.0,14.0,61.0,73.0,40.0,33.0,21.0,21.0,15.0,13.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.78,8.66,0.12,2.12
2017-10-18 08:00:00,7.78,8.66,0.12,2.12,35.0,0.4,0.5,29.0,19.0,41.0,48.0,35.0,33.0,21.0,21.0,17.0,14.0,35.0,0.4,0.5,22.0,18.0,55.0,51.0,35.0,33.0,21.0,21.0,18.0,14.0,37.0,0.5,0.5,26.0,17.0,49.0,48.0,37.0,33.0,21.0,21.0,17.0,14.0,31.0,0.5,0.5,26.0,17.0,48.0,48.0,31.0,33.0,21.0,21.0,17.0,14.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.78,8.64,0.24,1.94
2017-10-18 12:00:00,7.78,8.64,0.24,1.94,50.0,0.5,0.5,32.0,22.0,28.0,41.0,50.0,36.0,22.0,21.0,18.0,15.0,48.0,0.5,0.5,30.0,21.0,33.0,42.0,48.0,34.0,21.0,21.0,16.0,15.0,42.0,0.4,0.5,24.0,21.0,37.0,44.0,42.0,34.0,21.0,21.0,15.0,14.0,38.0,0.5,0.5,30.0,20.0,34.0,45.0,38.0,33.0,21.0,21.0,10.0,14.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.81,8.69,0.24,1.94
2017-10-18 16:00:00,7.81,8.69,0.24,1.94,47.0,0.6,0.5,24.0,24.0,57.0,39.0,47.0,38.0,23.0,22.0,20.0,16.0,39.0,0.6,0.5,27.0,23.0,48.0,37.0,39.0,37.0,22.0,22.0,21.0,16.0,35.0,0.5,0.5,23.0,23.0,43.0,38.0,35.0,37.0,22.0,21.0,19.0,15.0,44.0,0.6,0.5,27.0,23.0,33.0,39.0,44.0,37.0,22.0,21.0,19.0,15.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.81,8.76,0.2,2.05
2017-10-18 20:00:00,7.81,8.76,0.2,2.05,30.0,0.5,0.5,22.0,24.0,94.0,64.0,21.0,37.0,21.0,22.0,14.0,16.0,32.0,0.5,0.5,22.0,24.0,82.0,56.0,23.0,38.0,22.0,22.0,15.0,16.0,32.0,0.5,0.5,26.0,24.0,76.0,49.0,31.0,39.0,22.0,22.0,18.0,16.0,32.0,0.5,0.5,23.0,24.0,77.0,44.0,32.0,39.0,22.0,22.0,17.0,16.0,18.0,112.0,121.0,8901.0,100.0,0.0,93.0,73.0,7.81,8.76,0.2,2.05
2017-10-19 00:00:00,7.81,8.76,0.2,2.05,44.0,0.4,0.5,35.0,26.0,39.0,70.0,44.0,37.0,23.0,22.0,14.0,16.0,46.0,0.4,0.5,31.0,25.0,45.0,73.0,46.0,37.0,23.0,22.0,15.0,16.0,48.0,0.5,0.5,25.0,25.0,61.0,73.0,48.0,37.0,22.0,21.0,13.0,16.0,32.0,0.5,0.5,26.0,25.0,89.0,71.0,32.0,37.0,21.0,21.0,14.0,16.0,9.0,127.0,13.0,8897.0,100.0,0.0,96.0,52.0,7.81,8.76,0.2,2.05
2017-10-19 04:00:00,7.81,8.76,0.2,2.05,32.0,0.2,0.4,20.0,26.0,60.0,61.0,32.0,38.0,22.0,22.0,14.0,16.0,41.0,0.2,0.5,17.0,26.0,66.0,65.0,41.0,38.0,22.0,22.0,11.0,16.0,43.0,0.2,0.5,25.0,26.0,64.0,67.0,43.0,37.0,23.0,22.0,14.0,16.0,33.0,0.3,0.5,24.0,26.0,62.0,68.0,31.0,37.0,23.0,22.0,12.0,16.0,9.0,127.0,13.0,8897.0,100.0,0.0,96.0,52.0,7.8,8.69,0.22,1.97
2017-10-19 08:00:00,7.8,8.69,0.22,1.97,30.0,0.2,0.4,24.0,25.0,44.0,50.0,30.0,37.0,21.0,22.0,14.0,15.0,30.0,0.2,0.4,19.0,25.0,50.0,52.0,24.0,37.0,21.0,22.0,14.0,15.0,33.0,0.2,0.4,26.0,25.0,45.0,52.0,33.0,38.0,22.0,22.0,13.0,15.0,30.0,0.2,0.4,17.0,25.0,60.0,60.0,30.0,38.0,21.0,22.0,13.0,16.0,9.0,127.0,13.0,8897.0,100.0,0.0,96.0,52.0,7.8,8.7,0.16,2.01
2017-10-19 12:00:00,7.8,8.7,0.16,2.01,32.0,0.3,0.4,24.0,23.0,44.0,48.0,26.0,34.0,22.0,22.0,12.0,15.0,30.0,0.2,0.4,23.0,24.0,43.0,48.0,30.0,35.0,21.0,22.0,14.0,15.0,30.0,0.2,0.4,13.0,24.0,48.0,49.0,28.0,36.0,21.0,22.0,14.0,15.0,30.0,0.2,0.4,19.0,24.0,46.0,49.0,26.0,36.0,21.0,22.0,13.0,15.0,9.0,127.0,13.0,8897.0,100.0,0.0,96.0,52.0,7.79,8.73,0.15,1.89
